@RELATION knnMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {artifact,extrahls,murmur,normal}

@DATA
0.021562,0.006576,2.671512,0.088609,0.184896,0.035866,0.016355,0.013496,-29.925230,3.186631,0.641212,1.139614,0.115134,0.335650,-0.037603,-0.057972,0.088310,-0.005231,-0.018644,0.035193,0.031857,0.020324,0.000564,0.068985,0.009643,0.046602,0.011890,0.058505,0.000319,0.004087,0.022555,0.047387,0.001028,0.030775,0.008864,0.020896,0.460669,0.026940,0.029577,0.029628,0.012033,0.005574,1.494143,0.437031,0.361709,0.287830,0.256837,0.202120,0.239734,0.181574,0.130201,0.142276,0.145527,0.152877,0.146246,0.019134,0.000629,0.038203,0.009681,0.028443,0.013732,0.032220,0.000369,0.005072,0.016544,0.027344,0.001097,0.007525,200.000000,0.124088,murmur
0.002918,0.032683,2.580155,0.080527,0.181661,0.012761,0.049807,0.002365,-29.198649,2.649454,0.414972,0.564928,0.275565,0.314306,0.175964,0.180738,0.104050,0.111625,0.077603,0.086336,0.069971,0.000526,0.000080,0.092174,0.000335,0.038498,0.000257,0.271319,0.000045,0.000151,0.000683,0.009301,0.000098,0.083587,0.004093,0.039428,0.302874,0.037859,0.043382,0.015178,0.041577,0.001138,2.704650,0.348653,0.234521,0.145645,0.130569,0.117259,0.086063,0.077613,0.061628,0.055821,0.055190,0.052697,0.057825,0.000659,0.000104,0.074160,0.000423,0.035878,0.000329,0.114416,0.000060,0.000199,0.000964,0.011752,0.000128,0.023848,240.000000,0.095833,murmur
0.066168,0.014448,2.665686,0.158213,0.240269,0.190962,0.011400,0.022636,-27.172130,3.096277,0.721503,0.691476,0.284586,0.076467,0.112568,0.113061,-0.053111,-0.030744,0.073745,-0.055242,-0.065814,0.015858,0.001155,0.043241,0.016148,0.035013,0.004778,0.078642,0.000652,0.002565,0.037266,0.039622,0.001595,0.029481,0.039434,0.020576,0.448497,0.057844,0.036154,0.211059,0.009436,0.023053,1.175949,0.725695,0.326011,0.243693,0.225647,0.223366,0.148501,0.132422,0.143454,0.158778,0.108873,0.129092,0.161173,0.015148,0.001456,0.024321,0.017885,0.018170,0.004737,0.049707,0.000893,0.002336,0.027784,0.025504,0.001539,0.010379,171.428571,0.222222,murmur
0.029542,0.001758,2.589799,0.102012,0.196507,0.066330,0.018122,0.018673,-30.399098,3.086913,0.432484,0.782098,0.174301,0.461643,0.086998,0.010346,0.005370,0.025208,-0.101029,-0.095106,-0.029697,0.029340,0.001595,0.053470,0.008966,0.042717,0.006193,0.051157,0.000617,0.003501,0.027992,0.046874,0.001561,0.028422,0.014264,0.003995,0.443832,0.027873,0.028896,0.060509,0.013819,0.012045,1.259215,0.494494,0.406566,0.282308,0.273431,0.211737,0.190476,0.169257,0.173254,0.149002,0.154744,0.148138,0.144896,0.025332,0.001910,0.031311,0.009389,0.027734,0.006534,0.029611,0.000731,0.003713,0.022983,0.031446,0.001947,0.007526,100.000000,0.174497,murmur
0.095327,0.005888,2.633960,0.180585,0.253760,0.429651,0.007982,0.063208,-27.939978,2.280312,0.669708,0.638287,0.171865,0.172840,0.039997,0.017789,-0.030828,-0.089287,-0.040984,-0.044055,-0.103784,0.027470,0.001668,0.050450,0.012449,0.027338,0.008860,0.049136,0.000995,0.003461,0.028445,0.040362,0.002583,0.023765,0.033050,0.014430,0.633379,0.046875,0.026716,0.334378,0.007217,0.056809,0.970457,0.700683,0.367805,0.229796,0.195756,0.212859,0.181908,0.143930,0.150926,0.159867,0.155624,0.126920,0.133331,0.022959,0.001495,0.029842,0.011045,0.015315,0.007972,0.029295,0.001016,0.003291,0.020665,0.024733,0.002687,0.008549,400.000000,0.116883,murmur
0.063846,0.002488,2.546644,0.140758,0.226546,0.231364,0.012537,0.036557,-30.094013,2.676354,0.777565,0.877492,0.189088,0.252351,0.138045,0.055486,0.018809,0.025845,-0.022761,0.018376,-0.010448,0.018041,0.001011,0.070929,0.009153,0.038178,0.005467,0.058492,0.000690,0.003057,0.024024,0.045652,0.001466,0.029772,0.035201,0.004555,0.470530,0.051888,0.039091,0.260491,0.007944,0.041966,1.520886,0.805113,0.409015,0.288415,0.260359,0.205723,0.169873,0.182213,0.162389,0.140464,0.127479,0.123257,0.140021,0.013590,0.001013,0.041136,0.008649,0.024287,0.004882,0.031912,0.000917,0.002771,0.018454,0.028983,0.001818,0.009183,100.000000,0.159794,murmur
0.006773,0.021741,2.668142,0.088338,0.201136,0.014465,0.042041,0.005181,-32.204173,3.286899,0.677426,0.779213,0.340171,0.357219,0.061606,0.070248,-0.006794,-0.011076,-0.026843,-0.074462,-0.050963,0.009287,0.000108,0.071143,0.003847,0.021384,0.000808,0.266661,0.000059,0.000266,0.005024,0.036231,0.000176,0.080524,0.005164,0.051347,0.411495,0.030237,0.034549,0.016670,0.033857,0.002942,3.665949,0.656848,0.321526,0.235123,0.182459,0.168936,0.165635,0.150045,0.171262,0.167830,0.179515,0.161451,0.145095,0.017994,0.000139,0.085251,0.007302,0.021310,0.001379,0.117375,0.000074,0.000350,0.008398,0.033526,0.000221,0.027939,171.428571,0.114286,murmur
0.006549,0.026406,2.731155,0.091296,0.195867,0.020147,0.037813,0.006980,-29.841339,3.299906,0.746139,0.780698,0.368170,0.319493,0.063100,0.005086,-0.113366,-0.112743,-0.141449,-0.152879,-0.150138,0.030688,0.000161,0.073657,0.007252,0.015434,0.000948,0.175659,0.000094,0.000412,0.011642,0.058793,0.000225,0.064068,0.003472,0.050618,0.462896,0.031658,0.032296,0.023642,0.032095,0.003406,3.332939,0.633819,0.297483,0.207238,0.153108,0.153186,0.141869,0.146323,0.163408,0.176341,0.183537,0.163020,0.151185,0.039343,0.000187,0.090951,0.010145,0.012614,0.000956,0.130436,0.000123,0.000423,0.014934,0.053246,0.000258,0.029631,120.000000,0.127119,murmur
0.004779,0.030897,2.567851,0.088367,0.200705,0.016907,0.050810,0.004117,-31.588484,3.144790,0.598975,0.707887,0.303578,0.352964,0.091093,0.113917,0.031301,0.033442,0.018113,-0.032939,-0.020122,0.002703,0.000126,0.072397,0.001241,0.017061,0.000594,0.323069,0.000072,0.000248,0.002047,0.022947,0.000169,0.096086,0.004495,0.066530,0.458749,0.031473,0.028593,0.025423,0.045810,0.002974,3.858184,0.643275,0.264193,0.194815,0.149548,0.165037,0.154399,0.139329,0.138871,0.146265,0.136622,0.144969,0.121484,0.003744,0.000204,0.093044,0.001556,0.016164,0.000950,0.117503,0.000118,0.000384,0.002706,0.026979,0.000277,0.024659,120.000000,0.147410,murmur
0.006061,0.029795,2.636922,0.084989,0.193965,0.014774,0.044503,0.005208,-31.664964,3.329217,0.654752,0.758453,0.332568,0.373566,0.083445,0.075252,-0.024251,-0.035685,-0.030698,-0.070415,-0.048291,0.007330,0.000106,0.074925,0.002617,0.020196,0.000654,0.282775,0.000061,0.000236,0.003385,0.031043,0.000147,0.085087,0.005677,0.064895,0.484147,0.033627,0.039420,0.017713,0.035308,0.002789,3.470268,0.736727,0.288275,0.227861,0.168479,0.168441,0.146381,0.149265,0.160844,0.170381,0.186135,0.167022,0.146372,0.012313,0.000140,0.092091,0.003715,0.021626,0.000820,0.103942,0.000072,0.000282,0.004340,0.031642,0.000177,0.023401,171.428571,0.114504,murmur
0.006040,0.025374,2.677996,0.086936,0.198227,0.015316,0.043252,0.005855,-31.718654,3.381489,0.698365,0.758023,0.326182,0.349167,0.054234,0.039886,-0.049355,-0.049367,-0.044193,-0.083032,-0.066943,0.010763,0.000122,0.068782,0.004614,0.020196,0.000839,0.260985,0.000067,0.000330,0.006930,0.036783,0.000155,0.079736,0.004070,0.062310,0.422593,0.031676,0.035041,0.017588,0.036806,0.003148,3.496949,0.695801,0.296853,0.221264,0.151327,0.157611,0.132505,0.136062,0.156377,0.183937,0.203187,0.182213,0.155273,0.018037,0.000143,0.086937,0.006937,0.018705,0.000993,0.120094,0.000082,0.000337,0.010096,0.038427,0.000176,0.027587,171.428571,0.114894,murmur
0.005602,0.034916,2.593655,0.088164,0.195908,0.016440,0.044419,0.005183,-30.566606,3.198115,0.661974,0.735144,0.322056,0.317388,0.076665,0.075171,-0.019994,-0.016326,-0.026738,-0.053264,-0.044710,0.015108,0.000129,0.075900,0.005740,0.017141,0.000881,0.252715,0.000067,0.000326,0.006573,0.036816,0.000177,0.082208,0.004674,0.066941,0.482478,0.032182,0.033611,0.018488,0.038500,0.003580,3.832788,0.640234,0.303861,0.211888,0.147645,0.143935,0.145233,0.155544,0.170874,0.179740,0.177639,0.167092,0.139469,0.031730,0.000163,0.092609,0.010620,0.017049,0.001245,0.156299,0.000084,0.000434,0.010993,0.044365,0.000212,0.033028,120.000000,0.115242,murmur
0.006788,0.030179,2.725922,0.089357,0.200329,0.014797,0.042828,0.005222,-30.817493,3.263631,0.673558,0.745220,0.313851,0.323218,0.062173,0.067516,-0.019434,-0.027399,-0.042417,-0.075560,-0.061065,0.017118,0.000123,0.059753,0.007398,0.019290,0.000902,0.245597,0.000057,0.000320,0.008582,0.041214,0.000176,0.080523,0.005042,0.052813,0.389423,0.028428,0.030731,0.015703,0.035387,0.003507,4.372187,0.602172,0.320598,0.217149,0.145438,0.142541,0.139914,0.153882,0.171742,0.179321,0.194214,0.158232,0.146659,0.036099,0.000145,0.080426,0.014317,0.019106,0.001125,0.165019,0.000065,0.000410,0.016620,0.049943,0.000203,0.033648,171.428571,0.079295,murmur
0.005562,0.043920,2.742644,0.081402,0.185413,0.014775,0.049135,0.006197,-29.752666,3.476982,0.765501,0.831521,0.352166,0.335378,0.052225,0.023747,-0.097293,-0.123198,-0.138378,-0.151991,-0.125943,0.021053,0.000121,0.074185,0.008057,0.014653,0.000759,0.215693,0.000061,0.000293,0.009399,0.049642,0.000158,0.076296,0.003502,0.063302,0.368062,0.034516,0.040983,0.019608,0.040500,0.003686,4.156005,0.810979,0.385686,0.261649,0.196674,0.176573,0.140771,0.149139,0.167301,0.177104,0.176206,0.156014,0.149358,0.030500,0.000161,0.093173,0.012158,0.013839,0.000891,0.167293,0.000086,0.000349,0.015948,0.053605,0.000202,0.033707,120.000000,0.115830,murmur
0.005223,0.031801,2.604469,0.082596,0.193032,0.013484,0.048137,0.004555,-31.703834,3.282575,0.656817,0.750299,0.314410,0.346190,0.075893,0.100291,0.015541,0.007203,0.002601,-0.048616,-0.027871,0.008255,0.000100,0.075537,0.003594,0.017074,0.000575,0.290483,0.000054,0.000232,0.004635,0.028573,0.000149,0.088233,0.004250,0.069670,0.481915,0.033120,0.035966,0.017424,0.036939,0.003138,3.594555,0.716280,0.323624,0.239039,0.178892,0.159875,0.150355,0.141883,0.160144,0.168670,0.172485,0.158304,0.128806,0.016305,0.000135,0.093731,0.007880,0.015815,0.000775,0.130247,0.000075,0.000323,0.008618,0.032844,0.000217,0.029570,171.428571,0.133588,murmur
0.006015,0.024315,2.659768,0.091875,0.201788,0.017921,0.037986,0.004982,-31.586195,3.133261,0.628022,0.724191,0.324755,0.318925,0.092827,0.102190,0.027025,0.013609,-0.015279,-0.035227,-0.032333,0.010341,0.000143,0.068130,0.004114,0.020790,0.000754,0.271821,0.000072,0.000313,0.006436,0.031774,0.000190,0.082440,0.005036,0.060439,0.437224,0.030839,0.030484,0.020847,0.027605,0.003255,3.416738,0.602340,0.295406,0.214152,0.139093,0.132804,0.134523,0.144414,0.169142,0.166355,0.169723,0.153994,0.136117,0.023315,0.000183,0.084712,0.007581,0.018846,0.000918,0.130459,0.000095,0.000373,0.010849,0.035344,0.000230,0.030364,171.428571,0.135371,murmur
0.005140,0.033610,2.685782,0.089310,0.197758,0.017927,0.044928,0.005248,-30.835200,3.180163,0.627841,0.735443,0.295591,0.328923,0.067340,0.078530,-0.016852,-0.027327,-0.040851,-0.081504,-0.057788,0.012032,0.000144,0.075888,0.005061,0.017799,0.000830,0.257536,0.000071,0.000305,0.006374,0.036509,0.000179,0.080888,0.004133,0.070793,0.450921,0.033089,0.031947,0.023043,0.033986,0.003625,3.626848,0.688327,0.308861,0.244518,0.191150,0.164009,0.155139,0.157345,0.174902,0.187901,0.194738,0.176863,0.147558,0.021903,0.000204,0.095092,0.008826,0.018384,0.001034,0.138254,0.000098,0.000392,0.010976,0.040622,0.000225,0.032109,171.428571,0.100000,murmur
0.004575,0.038724,2.680143,0.083918,0.191063,0.014807,0.048283,0.005004,-30.444755,3.160066,0.658002,0.737999,0.327767,0.318795,0.088831,0.073229,-0.018999,-0.031475,-0.064840,-0.081959,-0.072306,0.012414,0.000108,0.083431,0.004330,0.014133,0.000622,0.264422,0.000057,0.000250,0.005302,0.036375,0.000148,0.084263,0.003827,0.073087,0.471352,0.031690,0.031276,0.018814,0.038201,0.003424,3.618939,0.601190,0.320097,0.221110,0.153077,0.140126,0.147335,0.149824,0.174337,0.185713,0.180250,0.169252,0.150548,0.021974,0.000140,0.102006,0.008052,0.014749,0.000767,0.143396,0.000079,0.000327,0.008461,0.041824,0.000190,0.031838,200.000000,0.144487,murmur
0.005681,0.018048,2.652263,0.077947,0.188201,0.013813,0.044656,0.005278,-32.406411,3.496390,0.715541,0.815528,0.355878,0.414361,0.088502,0.128799,0.027919,-0.004327,0.004918,-0.077926,-0.044367,0.007222,0.000120,0.068856,0.002139,0.019830,0.000656,0.280135,0.000059,0.000268,0.005194,0.036928,0.000159,0.084389,0.005059,0.031595,0.442879,0.033574,0.039574,0.022653,0.034368,0.003373,4.317798,0.740808,0.330345,0.244973,0.203852,0.178679,0.153644,0.105989,0.109148,0.118371,0.147199,0.129337,0.115089,0.011093,0.000197,0.078180,0.003028,0.018484,0.000898,0.135126,0.000107,0.000449,0.007740,0.037259,0.000255,0.030988,200.000000,0.105882,murmur
0.006159,0.031128,2.760739,0.083436,0.194584,0.013487,0.037273,0.005452,-31.503359,3.402453,0.736515,0.860349,0.390449,0.420834,0.115552,0.147713,0.048452,0.011005,-0.002257,-0.074004,-0.052792,0.009065,0.000114,0.059514,0.002128,0.022687,0.000675,0.248283,0.000056,0.000239,0.007010,0.052504,0.000164,0.076954,0.004636,0.040054,0.279646,0.030375,0.038838,0.016006,0.029811,0.002979,5.170790,0.682880,0.363299,0.296580,0.263412,0.194385,0.178376,0.115812,0.115486,0.125305,0.141783,0.134325,0.124434,0.015348,0.000146,0.067056,0.002503,0.020636,0.000837,0.141747,0.000073,0.000312,0.009841,0.046874,0.000204,0.031491,200.000000,0.088889,murmur
0.008511,0.021608,2.590470,0.095418,0.213812,0.015921,0.039676,0.004189,-31.690184,3.274353,0.550180,0.714099,0.254322,0.377468,0.062218,0.132745,0.053002,0.032743,0.039488,-0.048254,-0.002587,0.002951,0.000134,0.071766,0.001194,0.025426,0.000846,0.296442,0.000063,0.000260,0.003734,0.021664,0.000201,0.087516,0.007971,0.053613,0.385440,0.030603,0.033355,0.018665,0.031984,0.002756,3.055665,0.678408,0.285973,0.258147,0.205850,0.200150,0.176994,0.112411,0.105024,0.112850,0.124209,0.140681,0.109407,0.003736,0.000171,0.085843,0.001361,0.021463,0.001194,0.103866,0.000088,0.000327,0.005353,0.024919,0.000237,0.023724,171.428571,0.114173,murmur
0.004145,0.029828,2.627571,0.087131,0.199812,0.014849,0.042806,0.004090,-31.587968,3.089892,0.599521,0.720053,0.324389,0.383938,0.134109,0.161645,0.085928,0.068210,0.049807,-0.002578,0.000072,0.002634,0.000110,0.073125,0.001084,0.020285,0.000485,0.304623,0.000059,0.000214,0.003207,0.027849,0.000163,0.091273,0.003500,0.064917,0.446986,0.029702,0.026759,0.021685,0.031815,0.002795,3.834131,0.593584,0.251474,0.214324,0.179186,0.168686,0.147255,0.106147,0.091161,0.092439,0.112302,0.120489,0.103741,0.004443,0.000180,0.092655,0.001504,0.019680,0.000686,0.125532,0.000093,0.000332,0.005387,0.032787,0.000258,0.028314,171.428571,0.116541,murmur
0.004883,0.025644,2.686988,0.083785,0.193600,0.013035,0.042160,0.004912,-31.533597,3.227531,0.699556,0.800479,0.394284,0.404502,0.166022,0.164349,0.062506,0.029691,-0.003367,-0.034085,-0.023353,0.009081,0.000091,0.074685,0.001622,0.019554,0.000479,0.271638,0.000051,0.000206,0.005214,0.039240,0.000125,0.083724,0.003722,0.055670,0.416607,0.029871,0.035325,0.013977,0.039403,0.002958,3.536830,0.631986,0.315701,0.258083,0.192049,0.167927,0.145401,0.101733,0.094690,0.099632,0.113277,0.115347,0.108466,0.015590,0.000104,0.092661,0.002454,0.018416,0.000520,0.128510,0.000061,0.000230,0.007688,0.040439,0.000137,0.029328,200.000000,0.099602,murmur
0.003993,0.020988,2.716564,0.086921,0.194487,0.014691,0.047172,0.003783,-31.263868,3.062060,0.584844,0.710598,0.345751,0.393087,0.167423,0.187544,0.106683,0.101459,0.078112,0.033884,0.032842,0.001399,0.000101,0.104582,0.000739,0.015037,0.000479,0.299932,0.000056,0.000210,0.001809,0.023686,0.000151,0.092474,0.003978,0.046252,0.337264,0.033744,0.041286,0.017182,0.036519,0.002003,3.653757,0.610237,0.251684,0.209740,0.176730,0.159250,0.162987,0.123339,0.117168,0.098379,0.092980,0.090866,0.074614,0.001834,0.000129,0.093139,0.001118,0.015148,0.000629,0.114624,0.000072,0.000270,0.002121,0.025379,0.000200,0.022050,133.333333,0.093496,murmur
0.003781,0.026459,2.726030,0.085588,0.189509,0.016368,0.048600,0.003957,-30.404157,3.015551,0.610661,0.749975,0.385116,0.416375,0.211574,0.208377,0.113714,0.103691,0.060731,0.027853,0.019466,0.001552,0.000112,0.109484,0.000722,0.013515,0.000438,0.283620,0.000064,0.000223,0.002021,0.034296,0.000154,0.089715,0.003532,0.048741,0.352719,0.036760,0.043457,0.020835,0.037965,0.001925,3.332271,0.569562,0.275940,0.254298,0.206679,0.185521,0.157710,0.117390,0.087902,0.085813,0.094824,0.102689,0.071588,0.001847,0.000161,0.097036,0.000997,0.015321,0.000560,0.113341,0.000093,0.000291,0.002369,0.032069,0.000242,0.021414,75.000000,0.086207,murmur
0.002750,0.023337,2.740715,0.082029,0.186094,0.013229,0.056934,0.003398,-30.361128,2.955389,0.590481,0.725835,0.386573,0.403965,0.213570,0.202243,0.106348,0.097735,0.059110,0.039606,0.015113,0.001174,0.000090,0.099773,0.000475,0.010898,0.000327,0.309036,0.000048,0.000175,0.001624,0.030732,0.000113,0.095745,0.001564,0.045796,0.302892,0.033036,0.037656,0.016037,0.051005,0.001814,3.346871,0.492392,0.283552,0.238788,0.199472,0.166508,0.141010,0.114284,0.098190,0.085807,0.084510,0.079662,0.073722,0.001465,0.000117,0.102150,0.000558,0.010512,0.000382,0.123257,0.000065,0.000226,0.001923,0.036168,0.000145,0.023448,92.307692,0.106122,murmur
0.003747,0.023794,2.543496,0.089662,0.196505,0.017698,0.050399,0.003716,-30.608317,2.951861,0.545443,0.676898,0.324038,0.365330,0.170931,0.180652,0.095994,0.101476,0.088200,0.058178,0.034883,0.001434,0.000127,0.123513,0.000726,0.014692,0.000489,0.272069,0.000069,0.000243,0.001774,0.030379,0.000156,0.088615,0.003266,0.053611,0.423400,0.033212,0.035897,0.020807,0.042617,0.002093,3.393473,0.504252,0.222311,0.190652,0.159536,0.146944,0.135897,0.115115,0.084287,0.082207,0.086168,0.082887,0.067880,0.001587,0.000161,0.105885,0.000889,0.014417,0.000638,0.116912,0.000088,0.000305,0.002406,0.037169,0.000188,0.024253,92.307692,0.110656,murmur
0.004718,0.013010,2.696847,0.090612,0.202873,0.015101,0.049513,0.003535,-32.795984,3.040502,0.561480,0.697682,0.313232,0.372872,0.130273,0.169946,0.093705,0.081723,0.076537,0.037690,0.045915,0.001464,0.000101,0.089829,0.000748,0.016636,0.000511,0.305298,0.000056,0.000213,0.001607,0.027475,0.000158,0.092638,0.004500,0.041885,0.366642,0.032145,0.033535,0.017434,0.039900,0.001987,3.126020,0.545522,0.239924,0.198113,0.173876,0.166986,0.168117,0.124935,0.106748,0.105244,0.101653,0.105499,0.089537,0.001936,0.000129,0.091955,0.000923,0.017440,0.000549,0.115824,0.000073,0.000272,0.001776,0.029047,0.000201,0.023631,120.000000,0.110169,murmur
0.003724,0.017063,2.590114,0.080563,0.186380,0.013488,0.058132,0.003537,-31.559128,3.080973,0.594980,0.742848,0.363206,0.403985,0.189694,0.209709,0.109860,0.099142,0.080258,0.043738,0.040447,0.001179,0.000090,0.111456,0.000560,0.015520,0.000375,0.284136,0.000051,0.000179,0.001492,0.030435,0.000117,0.089253,0.002752,0.043736,0.366034,0.033535,0.038719,0.017426,0.039480,0.001602,3.104136,0.622500,0.248597,0.229399,0.172510,0.149630,0.149654,0.117188,0.110187,0.095302,0.095446,0.099144,0.074492,0.001517,0.000128,0.096872,0.000677,0.015288,0.000479,0.111163,0.000072,0.000261,0.001854,0.034680,0.000154,0.022007,240.000000,0.083333,murmur
0.181299,0.005080,2.668862,0.251334,0.269563,1.077711,0.015633,0.223347,-29.521759,1.894935,0.640335,0.617201,0.325076,0.246193,0.083590,0.045201,-0.031306,-0.049797,-0.079830,-0.071410,-0.063351,0.017000,0.002182,0.029328,0.010010,0.026800,0.005687,0.037929,0.001653,0.003625,0.030372,0.033072,0.002703,0.017636,0.055849,0.010503,0.641689,0.080878,0.032621,0.674226,0.020440,0.152740,1.104961,0.898035,0.531847,0.400128,0.272787,0.199659,0.166636,0.148850,0.127910,0.145682,0.129802,0.138779,0.130997,0.012729,0.002004,0.019529,0.008369,0.014857,0.004861,0.024737,0.001531,0.002894,0.025744,0.020889,0.002260,0.008405,200.000000,0.195055,normal
0.008379,0.008545,2.580160,0.094242,0.192368,0.025054,0.034004,0.003736,-30.422171,2.334681,0.638802,0.614643,0.350658,0.362704,0.246587,0.153695,0.191759,0.129569,0.032051,0.111826,0.032471,0.001175,0.000198,0.163021,0.000727,0.017139,0.000532,0.241022,0.000069,0.000221,0.001273,0.020338,0.000200,0.086264,0.006824,0.012193,0.276652,0.027290,0.026986,0.021704,0.023864,0.001926,1.898197,0.360471,0.290797,0.190685,0.156767,0.161058,0.149126,0.115359,0.134149,0.107184,0.102725,0.114390,0.107238,0.001806,0.000461,0.102119,0.001245,0.015783,0.001135,0.106632,0.000100,0.000307,0.001614,0.020891,0.000306,0.016564,300.000000,0.119134,normal
0.108272,0.004331,2.937506,0.172574,0.231201,0.443208,0.004790,0.084358,-26.406136,2.321939,-0.187983,0.521699,0.275893,0.238008,0.097553,-0.190163,-0.012094,-0.018980,-0.118385,0.004205,-0.093296,0.015311,0.002663,0.101902,0.008344,0.021341,0.006664,0.094268,0.002075,0.004719,0.016556,0.029292,0.002466,0.036756,0.021610,0.006756,0.432743,0.020325,0.010604,0.142892,0.003507,0.052459,0.320766,0.260240,0.228054,0.183291,0.165248,0.143425,0.132770,0.127372,0.130015,0.129614,0.140249,0.124083,0.119912,0.010637,0.001981,0.044494,0.006704,0.011738,0.005339,0.039735,0.001551,0.003294,0.009516,0.014886,0.001780,0.012025,85.714286,0.127551,normal
0.043339,0.015120,2.909274,0.125476,0.203225,0.157644,0.008094,0.041692,-24.664717,2.136866,-0.150748,0.717627,-0.082069,0.178444,0.084958,0.210158,0.336380,-0.087583,0.000021,0.097637,-0.050275,0.012487,0.004360,0.103865,0.008002,0.018788,0.006197,0.111915,0.001171,0.003871,0.010903,0.026180,0.004219,0.041663,0.012722,0.022209,0.342927,0.018083,0.011470,0.072490,0.006838,0.019839,0.284191,0.282135,0.249789,0.208536,0.189314,0.179641,0.167797,0.156896,0.148749,0.148070,0.141553,0.142323,0.147623,0.009246,0.004103,0.042986,0.006265,0.011468,0.005946,0.071089,0.001114,0.003504,0.007675,0.016622,0.003780,0.016811,240.000000,0.176849,normal
0.228922,0.004227,2.746410,0.278666,0.276157,1.439046,0.011700,0.326281,-29.820447,1.515573,0.426534,0.497759,0.322405,0.192581,0.089815,0.057958,-0.034563,-0.032095,-0.041382,-0.094909,-0.104213,0.015885,0.002622,0.024613,0.007672,0.019411,0.005245,0.032731,0.002340,0.003391,0.023565,0.025815,0.002690,0.014039,0.072080,0.011727,0.637419,0.088351,0.028963,0.915896,0.017892,0.224046,1.407393,1.070254,0.540434,0.344193,0.245713,0.201857,0.168894,0.145186,0.145023,0.155036,0.141619,0.127175,0.124754,0.014163,0.002169,0.020641,0.005983,0.017227,0.003988,0.030711,0.002105,0.002914,0.018575,0.020933,0.002268,0.010427,200.000000,0.154971,normal
0.163113,0.003377,1.997296,0.162170,0.259966,0.174985,0.012985,0.029362,-30.201807,3.180732,0.927078,0.692827,0.282812,0.266050,0.072953,0.072553,-0.038812,-0.036996,-0.095365,-0.093999,-0.094156,0.031962,0.001222,0.054807,0.011453,0.034103,0.007231,0.057730,0.000471,0.002744,0.039638,0.040324,0.001285,0.025843,0.073558,0.006095,0.540530,0.069892,0.053710,0.206236,0.008962,0.043310,1.905496,0.657236,0.478980,0.289202,0.245061,0.187572,0.171760,0.146766,0.130089,0.136713,0.123099,0.116552,0.109707,0.017954,0.001626,0.023645,0.010044,0.015895,0.008403,0.026139,0.000592,0.002966,0.021445,0.018242,0.001623,0.005316,120.000000,0.098958,normal
